msk_mth_since_last_limit_review,msk_age,msk_bank_tenor,target
9.0,35.5,12.0,0
169.0,53.5,244.0,0
19.0,71.0,422.0,0
58.0,33.0,209.0,0
42.0,47.0,412.0,0
9.0,26.0,99.0,0
2.0,61.0,354.0,0
4.0,51.0,348.0,0
19.0,55.0,271.0,0
65.0,46.0,72.0,0
40.0,60.0,383.0,0
5.0,27.0,103.0,0
18.0,34.0,219.0,0
19.0,55.0,313.0,0
49.0,62.0,231.0,0
2.0,32.0,48.0,0
19.0,44.5,317.0,0
5.0,31.0,8.0,0
45.0,45.0,236.0,0
59.0,47.0,407.0,0
0.0,24.5,65.0,1
21.0,52.0,361.0,0
19.0,44.0,382.0,0
16.0,42.0,234.0,0
2.0,54.0,404.0,0
116.0,58.0,291.0,0
4.0,36.0,155.0,0
182.0,52.5,327.0,0
100.0,60.5,392.0,0
17.0,71.5,192.0,0
44.0,24.0,84.0,0
23.0,63.5,315.0,0
59.0,29.0,140.0,0
19.0,35.0,109.0,0
70.0,32.5,227.0,0
45.0,57.0,300.0,0
184.0,45.5,392.0,0
19.0,31.0,137.0,0
3.0,54.0,421.0,0
20.0,52.0,115.0,1
19.0,44.0,301.0,0
97.0,33.0,193.0,0
38.0,26.0,53.0,0
11.0,45.0,357.0,0
35.0,35.0,214.0,0
32.0,60.0,329.0,0
1.0,52.0,263.0,0
19.0,35.0,49.0,0
84.0,39.0,255.0,0
19.0,45.0,321.0,0
69.0,34.0,140.0,0
7.0,29.0,86.0,0
12.0,44.5,240.0,0
7.0,46.0,20.0,1
100.0,38.0,177.0,0
158.0,51.5,303.0,0
12.0,33.5,100.0,0
34.0,55.0,250.0,0
42.0,69.5,416.0,0
8.0,52.5,114.0,0
19.0,53.0,345.0,0
54.0,55.0,220.0,0
1.0,28.5,134.0,1
14.0,51.0,294.0,0
4.0,43.0,297.0,1
7.0,58.0,39.0,0
19.0,60.5,310.0,1
4.0,39.0,259.0,0
7.0,37.0,257.0,0
14.0,36.0,233.0,1
1.0,55.0,371.0,0
20.0,52.5,295.0,0
161.0,63.0,306.0,0
0.0,33.0,208.0,0
48.0,43.5,251.0,0
34.0,60.0,372.0,0
14.0,63.0,246.0,0
40.0,60.0,319.0,1
171.0,58.5,294.0,0
20.0,23.5,99.0,0
46.0,67.0,52.0,0
64.0,56.0,425.0,0
14.0,36.5,189.0,0
84.0,55.0,364.0,0
2.0,37.0,34.0,0
21.0,27.0,69.0,0
18.0,31.0,183.0,0
8.0,32.0,173.0,0
19.0,32.5,160.0,0
8.0,50.0,376.0,0
5.0,38.0,171.0,0
125.0,61.5,319.0,0
56.0,53.5,347.0,0
23.0,47.0,333.0,0
26.0,61.0,277.0,0
12.0,36.0,247.0,0
2.0,32.5,185.0,0
15.0,42.5,297.0,0
0.0,30.0,208.0,0
49.0,53.5,328.0,0
86.0,56.0,350.0,0
22.0,41.5,122.0,0
183.0,61.0,246.0,0
28.0,36.0,211.0,0
50.0,29.0,60.0,0
67.0,43.0,320.0,0
26.0,36.5,197.0,0
56.0,50.0,245.0,0
45.0,50.0,410.0,0
19.0,45.0,269.0,0
17.0,51.0,34.0,0
14.0,40.0,283.0,0
19.0,33.0,227.0,0
54.0,39.5,308.0,1
49.0,48.0,371.0,0
21.0,39.0,223.0,0
1.0,39.0,233.0,0
18.0,52.0,335.0,0
13.0,38.5,239.0,0
1.0,59.0,404.0,0
16.0,52.0,328.0,0
8.0,40.5,280.0,0
42.0,30.0,173.0,0
4.0,30.0,133.0,0
7.0,32.0,214.0,0
140.0,37.0,241.0,0
57.0,40.0,257.0,0
62.0,50.0,425.0,0
3.0,33.0,266.0,0
13.0,43.0,20.0,0
137.0,62.0,436.0,0
49.0,55.5,332.0,0
1.0,41.0,308.0,0
8.0,29.5,63.0,0
58.0,38.0,198.0,0
19.0,53.0,221.0,0
19.0,36.0,88.0,0
10.0,31.5,67.0,0
59.0,43.5,285.0,0
4.0,38.5,233.0,1
19.0,52.0,417.0,0
19.0,56.0,353.0,0
102.0,63.0,427.0,0
34.0,33.0,73.0,0
75.0,47.0,209.0,0
48.0,62.0,262.0,0
16.0,32.0,140.0,0
19.0,32.0,133.0,0
65.0,54.0,278.0,0
124.0,63.5,239.0,0
2.0,48.5,265.0,0
50.0,37.0,268.0,0
46.0,61.0,389.0,0
4.0,33.0,211.0,1
14.0,46.0,16.0,0
130.0,56.5,358.0,0
62.0,48.0,258.0,0
19.0,56.0,319.0,0
4.0,60.5,117.0,0
16.0,27.0,116.0,0
19.0,52.5,287.0,0
40.0,29.0,47.0,0
45.0,29.5,124.0,0
9.0,57.0,374.0,0
10.0,32.5,13.0,0
8.0,42.0,270.0,0
66.0,67.0,280.0,0
23.0,44.0,332.0,0
13.0,31.5,171.0,0
1.0,29.0,126.0,0
45.0,60.0,317.0,0
29.0,49.0,393.0,0
19.0,47.0,350.0,0
26.0,40.0,198.0,0
16.0,55.5,362.0,0
18.0,45.5,229.0,0
45.0,45.0,313.0,0
42.0,60.0,431.0,0
19.0,53.0,272.0,0
185.0,67.0,323.0,0
24.0,44.0,224.0,0
15.0,34.5,198.0,0
18.0,53.0,375.0,0
2.0,38.0,54.0,0
55.0,78.5,297.0,0
33.0,42.0,281.0,0
119.0,42.0,270.0,0
46.0,30.0,164.0,0
28.0,44.0,321.0,0
10.0,57.5,311.0,1
19.0,42.0,262.0,0
19.0,66.0,381.0,0
0.0,39.0,320.0,0
44.0,72.0,364.0,0
37.0,31.0,199.0,0
81.0,42.0,96.0,0
12.0,47.5,370.0,0
5.0,29.0,17.0,0
41.0,40.5,242.0,0
9.0,30.5,153.0,0
12.0,41.5,101.0,0
12.0,53.5,389.0,0
13.0,49.0,198.0,0
34.0,40.5,102.0,0
124.0,54.0,276.0,0
31.0,34.0,221.0,0
80.0,66.0,372.0,0
9.0,64.0,320.0,0
32.0,35.5,105.0,0
32.0,54.0,282.0,0
68.0,51.5,290.0,0
4.0,41.0,50.0,0
164.0,60.0,260.0,0
89.0,49.5,369.0,0
17.0,58.5,272.0,0
23.0,47.5,227.0,0
4.0,35.0,100.0,0
13.0,54.0,307.0,0
19.0,43.5,260.0,0
7.0,38.5,221.0,0
71.0,48.0,293.0,0
18.0,36.0,260.0,0
1.0,55.0,274.0,0
6.0,29.0,93.0,0
29.0,32.0,140.0,1
19.0,42.0,333.0,0
23.0,36.0,247.0,0
19.0,29.0,149.0,0
122.0,54.0,331.0,0
19.0,39.0,336.0,1
2.0,46.0,331.0,0
25.0,60.0,64.0,0
64.0,59.0,263.0,0
9.0,62.0,345.0,0
14.0,59.0,232.0,0
17.0,38.0,57.0,0
6.0,39.5,229.0,0
108.0,50.5,326.0,0
6.0,50.0,213.0,0
115.0,63.5,330.0,0
81.0,65.0,275.0,0
39.0,47.0,374.0,0
23.0,58.5,202.0,0
41.0,56.0,415.0,1
21.0,29.0,97.0,0
21.0,31.5,158.0,0
186.0,82.5,335.0,0
50.0,54.0,255.0,0
16.0,63.0,304.0,0
51.0,48.0,300.0,0
14.0,52.0,267.0,0
135.0,59.0,292.0,0
12.0,28.5,119.0,0
22.0,56.0,343.0,0
9.0,43.5,283.0,0
10.0,47.0,348.0,0
31.0,67.0,424.0,0
13.0,64.0,486.0,0
2.0,41.0,246.0,0
35.0,61.0,280.0,0
94.0,55.0,321.0,0
99.0,44.5,390.0,0
30.0,45.0,334.0,0
12.0,42.0,252.0,0
10.0,31.0,172.0,0
19.0,54.0,24.0,0
56.0,46.0,212.0,0
19.0,47.5,329.0,0
48.0,42.5,322.0,1
18.0,26.0,130.0,0
0.0,53.5,401.0,0
11.0,26.5,159.0,1
0.0,37.0,223.0,0
108.0,62.0,341.0,0
1.0,32.0,167.0,0
93.0,44.0,272.0,0
42.0,70.0,320.0,0
16.0,37.0,17.0,0
19.0,32.0,174.0,0
12.0,39.0,245.0,0
13.0,56.0,380.0,0
13.0,52.0,317.0,0
8.0,24.0,76.0,0
25.0,37.0,259.0,0
4.0,59.5,331.0,0
39.0,48.5,425.0,0
0.0,36.5,276.0,0
4.0,56.5,408.0,0
2.0,43.0,324.0,0
3.0,39.0,299.0,1
7.0,38.5,223.0,0
91.0,35.0,191.0,0
19.0,52.0,414.0,0
5.0,49.5,385.0,0
56.0,37.0,257.0,0
19.0,57.5,409.0,0
0.0,32.0,160.0,0
6.0,58.0,346.0,0
113.0,50.0,216.0,0
14.0,27.0,88.0,0
28.0,55.0,381.0,0
100.0,70.5,459.0,0
91.0,34.0,226.0,0
85.0,37.0,242.0,0
48.0,56.0,237.0,0
127.0,54.0,420.0,0
26.0,41.5,309.0,0
2.0,49.0,357.0,0
0.0,44.0,307.0,0
131.0,46.5,322.0,0
14.0,30.0,163.0,0
23.0,64.0,274.0,0
19.0,53.0,322.0,0
13.0,42.5,188.0,0
46.0,34.5,229.0,0
19.0,56.5,294.0,0
121.0,42.5,370.0,0
24.0,55.0,353.0,0
1.0,26.0,202.0,0
53.0,61.0,334.0,0
11.0,71.5,554.0,0
28.0,34.0,221.0,0
140.0,52.0,216.0,0
23.0,46.0,325.0,0
8.0,41.0,205.0,0
48.0,37.5,238.0,1
7.0,73.5,269.0,0
31.0,68.0,299.0,0
21.0,64.5,417.0,0
18.0,59.5,275.0,0
68.0,40.5,252.0,0
19.0,33.0,40.0,0
5.0,45.0,193.0,0
13.0,45.0,190.0,0
61.0,38.0,335.0,1
25.0,70.0,34.0,0
4.0,45.0,267.0,1
42.0,61.0,398.0,0
54.0,34.0,225.0,0
180.0,46.5,310.0,0
62.0,40.0,317.0,0
19.0,43.5,233.0,0
120.0,66.0,242.0,0
19.0,48.5,295.0,1
11.0,28.0,140.0,0
12.0,38.0,271.0,0
16.0,59.0,274.0,0
6.0,59.0,388.0,0
19.0,44.5,258.0,0
67.0,72.5,400.0,0
15.0,48.0,63.0,0
8.0,25.0,69.0,0
89.0,56.5,146.0,0
14.0,45.0,299.0,0
1.0,36.0,196.0,0
89.0,76.5,288.0,0
9.0,32.0,135.0,0
32.0,55.0,382.0,0
20.0,54.5,356.0,0
18.0,47.0,315.0,0
21.0,31.5,184.0,0
47.0,42.0,324.0,0
4.0,70.0,315.0,0
21.0,39.0,283.0,0
19.0,54.0,45.0,0
5.0,47.0,400.0,0
18.0,57.0,258.0,0
164.0,70.0,319.0,0
49.0,28.0,136.0,0
3.0,58.0,420.0,0
14.0,44.5,364.0,0
36.0,51.0,382.0,0
68.0,43.0,375.0,0
10.0,50.0,272.0,0
27.0,26.0,71.0,0
8.0,53.0,23.0,0
8.0,25.0,113.0,0
62.0,44.0,221.0,0
19.0,43.0,329.0,0
20.0,43.5,308.0,0
0.0,36.0,186.0,0
10.0,35.5,15.0,0
8.0,38.0,273.0,0
8.0,43.5,68.0,0
18.0,37.5,286.0,0
34.0,47.0,227.0,0
14.0,66.5,418.0,1
8.0,37.0,251.0,0
32.0,62.0,444.0,0
12.0,38.0,245.0,0
155.0,58.0,358.0,0
33.0,38.5,313.0,0
88.0,45.0,357.0,0
2.0,49.0,296.0,0
14.0,72.0,355.0,0
5.0,57.0,250.0,0
2.0,28.0,123.0,0
19.0,43.5,77.0,0
19.0,37.0,212.0,0
22.0,58.0,311.0,0
155.0,54.5,267.0,0
10.0,40.0,332.0,0
11.0,51.0,287.0,0
0.0,60.0,429.0,0
41.0,40.0,323.0,0
124.0,36.0,226.0,0
5.0,49.5,331.0,0
15.0,50.5,321.0,0
59.0,31.0,167.0,0
69.0,42.0,147.0,0
