msk_mth_since_last_limit_review,msk_age,msk_bank_tenor,target
27.0,28.0,104.0,0
8.0,42.0,153.0,1
24.0,59.0,387.0,0
19.0,29.0,134.0,0
16.0,32.0,197.0,0
20.0,71.5,450.0,0
17.0,56.0,271.0,0
1.0,41.5,305.0,0
7.0,30.0,148.0,0
7.0,25.0,135.0,1
47.0,46.0,379.0,0
19.0,35.0,232.0,0
43.0,41.0,271.0,0
25.0,45.0,315.0,0
15.0,34.0,129.0,1
19.0,54.0,350.0,0
124.0,43.0,333.0,0
8.0,29.0,60.0,0
108.0,53.0,410.0,0
3.0,36.0,90.0,0
4.0,31.0,121.0,0
99.0,62.5,389.0,0
45.0,64.0,366.0,0
36.0,35.0,58.0,0
19.0,54.0,313.0,0
3.0,37.0,195.0,0
11.0,35.0,183.0,0
10.0,36.5,85.0,0
171.0,60.0,308.0,0
81.0,55.5,407.0,0
0.0,37.0,277.0,0
3.0,30.5,13.0,0
93.0,63.0,375.0,0
21.0,48.0,331.0,0
1.0,33.5,217.0,0
124.0,54.0,321.0,0
38.0,48.0,199.0,0
50.0,66.0,110.0,0
2.0,38.0,146.0,0
1.0,38.0,189.0,0
89.0,44.5,138.0,0
35.0,37.0,263.0,0
94.0,39.5,232.0,0
19.0,58.0,428.0,0
13.0,45.0,262.0,0
12.0,28.5,112.0,0
0.0,66.0,370.0,0
13.0,34.5,265.0,0
47.0,43.0,185.0,0
19.0,58.5,258.0,0
14.0,42.0,259.0,0
4.0,32.0,114.0,1
13.0,30.5,208.0,0
9.0,50.5,408.0,0
66.0,57.0,387.0,0
50.0,55.5,363.0,0
39.0,62.0,253.0,0
17.0,39.0,320.0,0
19.0,63.5,361.0,0
65.0,47.0,259.0,0
33.0,59.0,414.0,1
0.0,51.0,240.0,0
3.0,37.0,218.0,0
78.0,87.0,703.0,0
24.0,72.0,307.0,0
29.0,44.5,259.0,0
8.0,56.0,345.0,0
112.0,71.5,201.0,0
1.0,36.5,220.0,0
115.0,41.0,263.0,0
192.0,70.5,395.0,0
172.0,82.0,302.0,0
41.0,67.5,348.0,0
7.0,65.0,398.0,0
30.0,40.5,272.0,0
10.0,34.0,118.0,0
19.0,50.0,381.0,0
115.0,64.5,262.0,0
81.0,42.0,239.0,0
1.0,56.0,389.0,0
45.0,55.0,249.0,0
19.0,34.0,222.0,0
8.0,50.0,275.0,0
38.0,38.0,178.0,0
35.0,55.5,385.0,0
25.0,54.0,319.0,0
135.0,73.0,360.0,1
60.0,47.0,376.0,0
29.0,56.0,304.0,0
7.0,36.5,217.0,0
49.0,28.0,61.0,0
14.0,36.0,29.0,0
9.0,58.0,430.0,0
56.0,35.0,231.0,0
47.0,62.5,311.0,0
16.0,41.0,328.0,0
56.0,60.0,209.0,0
56.0,40.0,256.0,0
19.0,37.5,125.0,0
14.0,26.5,122.0,0
9.0,53.5,321.0,0
49.0,33.0,188.0,0
12.0,55.0,66.0,0
75.0,52.5,199.0,0
19.0,35.5,205.0,1
19.0,57.0,82.0,0
44.0,58.0,315.0,0
62.0,48.0,346.0,0
30.0,48.0,348.0,0
3.0,36.0,224.0,0
19.0,89.0,360.0,0
34.0,65.0,248.0,0
26.0,28.0,159.0,0
14.0,53.5,36.0,0
19.0,54.5,335.0,0
3.0,39.5,174.0,0
19.0,48.0,232.0,0
2.0,32.0,172.0,1
16.0,60.0,286.0,0
32.0,39.0,273.0,0
102.0,66.5,449.0,0
68.0,62.0,282.0,0
10.0,47.0,336.0,0
19.0,60.0,294.0,0
11.0,49.0,83.0,0
15.0,31.0,25.0,0
17.0,35.5,221.0,1
179.0,62.0,318.0,0
30.0,31.0,72.0,0
18.0,29.5,203.0,0
43.0,56.5,371.0,0
51.0,32.5,198.0,0
0.0,69.0,331.0,0
23.0,44.5,271.0,0
50.0,31.5,179.0,0
79.0,59.5,83.0,0
9.0,53.0,183.0,0
0.0,61.0,107.0,0
18.0,56.0,349.0,0
55.0,51.0,93.0,0
6.0,33.5,224.0,0
56.0,51.0,386.0,1
3.0,40.5,259.0,1
66.0,59.0,264.0,0
19.0,79.0,276.0,0
7.0,63.0,221.0,0
9.0,33.5,58.0,0
10.0,52.0,273.0,0
12.0,63.0,342.0,0
56.0,66.0,399.0,0
32.0,72.0,409.0,0
19.0,43.0,170.0,0
3.0,32.0,199.0,0
15.0,48.0,209.0,0
27.0,30.0,37.0,0
19.0,46.5,147.0,0
16.0,46.5,289.0,0
136.0,72.0,286.0,0
3.0,29.0,110.0,0
19.0,25.0,50.0,1
19.0,55.0,321.0,0
24.0,32.0,236.0,0
19.0,50.0,395.0,0
44.0,42.0,309.0,0
50.0,43.5,202.0,0
50.0,31.0,171.0,0
23.0,58.0,293.0,0
56.0,55.0,354.0,0
0.0,50.0,328.0,0
27.0,50.5,334.0,0
9.0,32.5,196.0,0
10.0,33.5,207.0,0
43.0,48.5,246.0,0
12.0,54.0,109.0,0
15.0,65.0,361.0,0
13.0,49.0,295.0,0
19.0,44.0,99.0,0
10.0,48.5,369.0,0
0.0,45.0,343.0,0
8.0,31.0,146.0,0
19.0,44.0,251.0,1
30.0,44.0,257.0,0
19.0,52.0,244.0,0
12.0,59.0,393.0,0
5.0,43.5,150.0,0
15.0,31.0,134.0,0
19.0,30.0,17.0,0
31.0,54.0,161.0,0
25.0,48.0,332.0,0
3.0,32.0,183.0,0
0.0,43.0,280.0,0
13.0,46.0,245.0,0
4.0,40.5,253.0,0
3.0,36.0,233.0,0
23.0,43.0,278.0,0
43.0,58.5,446.0,1
21.0,47.0,27.0,0
82.0,70.5,373.0,0
13.0,36.0,230.0,0
125.0,65.5,456.0,0
2.0,45.5,320.0,0
85.0,59.0,334.0,0
22.0,29.0,137.0,0
19.0,37.5,71.0,0
14.0,62.0,420.0,0
12.0,55.5,193.0,0
24.0,44.5,191.0,0
15.0,38.5,159.0,0
5.0,51.0,311.0,0
19.0,51.0,297.0,0
4.0,40.0,387.0,0
19.0,37.5,185.0,0
62.0,54.0,120.0,0
68.0,41.5,301.0,0
11.0,69.0,138.0,0
8.0,50.5,236.0,0
9.0,39.0,71.0,0
24.0,32.5,193.0,0
87.0,62.0,268.0,0
19.0,56.0,179.0,1
9.0,37.5,246.0,0
19.0,47.5,35.0,1
66.0,58.0,275.0,0
16.0,64.0,256.0,0
42.0,36.0,46.0,0
7.0,54.0,319.0,0
13.0,36.0,15.0,0
124.0,53.5,379.0,0
15.0,61.0,287.0,0
59.0,39.5,255.0,0
20.0,56.0,260.0,0
14.0,48.0,241.0,0
48.0,59.5,369.0,0
2.0,44.0,306.0,0
8.0,60.5,253.0,0
2.0,32.0,162.0,0
19.0,63.0,362.0,0
48.0,36.0,245.0,0
38.0,43.0,319.0,1
19.0,32.5,197.0,0
121.0,63.5,377.0,0
1.0,45.5,345.0,0
9.0,30.0,84.0,0
10.0,31.0,142.0,0
51.0,37.0,229.0,0
19.0,49.0,379.0,0
19.0,41.0,259.0,0
21.0,23.5,87.0,0
3.0,28.5,106.0,0
26.0,54.5,378.0,0
68.0,77.0,554.0,0
19.0,39.5,269.0,0
109.0,54.0,393.0,0
30.0,58.0,328.0,0
171.0,72.0,299.0,0
40.0,54.5,295.0,0
19.0,54.0,383.0,0
56.0,64.5,245.0,0
21.0,62.0,257.0,0
45.0,47.0,281.0,0
2.0,36.0,222.0,0
19.0,62.0,280.0,0
2.0,31.0,172.0,1
16.0,26.0,51.0,0
26.0,62.0,379.0,0
1.0,26.0,8.0,0
51.0,50.0,282.0,0
31.0,66.0,153.0,0
25.0,37.0,36.0,1
16.0,53.0,355.0,0
19.0,44.0,264.0,0
92.0,56.5,113.0,0
31.0,54.0,417.0,0
23.0,34.0,215.0,0
24.0,36.0,112.0,0
18.0,26.0,120.0,0
34.0,26.0,125.0,0
31.0,34.0,215.0,0
62.0,66.5,377.0,0
19.0,58.5,139.0,0
5.0,30.0,123.0,0
125.0,41.0,248.0,0
19.0,44.0,70.0,0
45.0,39.0,258.0,0
14.0,48.0,273.0,0
19.0,29.0,120.0,0
126.0,38.5,291.0,0
11.0,59.0,257.0,0
1.0,35.0,101.0,0
9.0,44.0,283.0,0
3.0,37.0,234.0,0
19.0,63.0,326.0,0
35.0,65.0,336.0,0
17.0,29.0,21.0,0
21.0,41.0,235.0,0
62.0,48.0,312.0,0
47.0,41.0,340.0,1
1.0,45.0,94.0,0
19.0,51.5,344.0,1
27.0,35.0,257.0,0
181.0,58.0,372.0,0
51.0,69.0,336.0,0
25.0,57.0,417.0,0
24.0,53.0,301.0,0
56.0,62.0,416.0,0
2.0,39.0,246.0,0
3.0,45.0,244.0,0
19.0,48.0,217.0,0
12.0,27.0,122.0,0
8.0,27.5,77.0,0
37.0,30.5,123.0,0
19.0,30.5,138.0,0
18.0,26.5,147.0,0
10.0,63.0,60.0,0
131.0,60.5,325.0,0
120.0,65.5,364.0,0
28.0,36.0,123.0,0
26.0,55.0,386.0,0
0.0,23.0,60.0,1
81.0,53.0,251.0,0
4.0,46.5,258.0,0
17.0,46.5,299.0,0
19.0,45.5,257.0,1
9.0,37.5,176.0,0
4.0,40.5,126.0,0
7.0,32.5,163.0,0
5.0,47.0,132.0,0
19.0,24.5,130.0,0
19.0,38.0,279.0,0
12.0,62.5,255.0,0
3.0,32.0,208.0,0
37.0,41.5,61.0,0
19.0,38.0,270.0,0
19.0,59.5,316.0,0
24.0,32.0,199.0,0
4.0,58.0,320.0,0
19.0,60.0,395.0,0
9.0,47.0,416.0,0
64.0,53.0,338.0,0
3.0,33.5,166.0,0
4.0,45.0,307.0,0
36.0,61.5,352.0,0
19.0,40.5,313.0,0
106.0,62.0,384.0,0
191.0,67.5,468.0,0
4.0,40.0,291.0,0
0.0,48.0,102.0,0
23.0,54.5,293.0,0
14.0,33.5,246.0,0
40.0,57.5,421.0,0
62.0,55.0,354.0,0
49.0,35.5,281.0,0
17.0,67.5,291.0,0
12.0,32.0,148.0,0
23.0,41.0,338.0,0
12.0,51.5,391.0,0
30.0,33.0,191.0,0
2.0,73.0,385.0,0
34.0,59.5,412.0,0
25.0,51.5,413.0,0
33.0,42.5,280.0,0
29.0,50.0,272.0,0
26.0,37.0,245.0,0
122.0,47.0,277.0,0
14.0,41.0,321.0,0
75.0,47.5,313.0,0
38.0,41.5,188.0,0
6.0,37.0,15.0,0
49.0,34.5,145.0,0
4.0,59.0,395.0,0
13.0,32.0,136.0,0
21.0,40.0,248.0,0
14.0,57.5,271.0,0
19.0,28.0,22.0,0
4.0,28.0,98.0,0
19.0,36.0,275.0,0
19.0,28.5,125.0,0
1.0,44.0,183.0,0
5.0,36.0,196.0,0
51.0,45.0,334.0,0
19.0,36.0,279.0,0
3.0,34.0,196.0,0
11.0,37.0,279.0,0
20.0,39.0,257.0,0
62.0,54.0,356.0,0
109.0,59.0,269.0,0
26.0,59.0,427.0,0
49.0,28.5,132.0,0
19.0,44.5,177.0,1
23.0,52.5,365.0,0
59.0,53.5,347.0,0
26.0,31.5,171.0,0
34.0,44.0,45.0,0
16.0,59.5,347.0,0
19.0,47.0,255.0,0
67.0,46.5,321.0,0
23.0,47.0,292.0,1
42.0,40.0,295.0,0
12.0,52.0,240.0,0
94.0,45.5,235.0,0
9.0,54.5,263.0,0
38.0,65.0,300.0,0
18.0,36.5,234.0,1
19.0,41.0,80.0,0
54.0,34.5,222.0,0
14.0,37.5,198.0,0
11.0,48.5,359.0,0
23.0,24.0,47.0,0
23.0,39.5,242.0,0
46.0,23.0,76.0,0
8.0,55.0,221.0,0
92.0,48.0,341.0,1
28.0,41.5,264.0,0
57.0,51.5,284.0,0
33.0,57.0,369.0,0
19.0,28.0,114.0,0
0.0,24.0,76.0,0
0.0,57.0,366.0,0
19.0,45.0,101.0,0
55.0,45.0,282.0,0
49.0,31.0,123.0,0
0.0,30.5,145.0,0
1.0,38.0,251.0,0
5.0,24.5,23.0,0
34.0,30.0,65.0,0
48.0,63.0,148.0,0
33.0,30.5,227.0,0
179.0,46.5,401.0,0
19.0,36.0,248.0,0
19.0,35.5,210.0,0
47.0,66.0,386.0,0
0.0,31.0,172.0,0
115.0,50.5,306.0,0
31.0,36.0,103.0,0
45.0,37.5,301.0,0
9.0,49.5,202.0,0
8.0,35.0,145.0,0
35.0,32.5,202.0,0
23.0,28.5,110.0,0
30.0,53.5,61.0,0
65.0,35.0,215.0,0
0.0,27.5,13.0,1
14.0,29.0,123.0,0
3.0,40.0,59.0,0
9.0,35.5,44.0,0
5.0,46.0,352.0,0
67.0,33.0,228.0,0
31.0,43.0,303.0,0
18.0,57.0,118.0,0
50.0,34.0,197.0,0
19.0,78.0,375.0,0
21.0,60.0,203.0,0
19.0,31.0,210.0,0
21.0,43.0,24.0,0
36.0,32.5,174.0,0
13.0,35.0,197.0,0
0.0,56.0,382.0,0
62.0,52.5,358.0,0
34.0,63.0,449.0,0
2.0,48.0,374.0,1
44.0,65.0,383.0,0
5.0,49.0,67.0,0
12.0,62.0,327.0,0
19.0,61.5,325.0,0
37.0,55.0,343.0,0
0.0,61.0,101.0,0
14.0,53.5,332.0,0
9.0,46.0,251.0,0
23.0,35.0,142.0,0
1.0,53.0,241.0,0
14.0,66.0,333.0,0
4.0,45.0,358.0,0
15.0,39.0,19.0,0
19.0,51.5,229.0,0
18.0,33.0,207.0,0
19.0,52.5,421.0,0
29.0,69.0,189.0,0
21.0,48.0,257.0,0
10.0,45.5,327.0,0
122.0,40.0,259.0,0
19.0,56.5,395.0,0
79.0,42.0,93.0,0
15.0,63.0,374.0,0
25.0,49.0,217.0,0
190.0,58.5,356.0,0
11.0,60.0,381.0,0
13.0,31.0,73.0,0
0.0,47.0,320.0,0
62.0,44.5,306.0,0
19.0,44.0,292.0,0
18.0,37.0,259.0,0
19.0,64.0,381.0,0
7.0,26.5,111.0,0
5.0,33.0,259.0,0
56.0,43.0,339.0,0
13.0,33.0,252.0,0
4.0,77.0,230.0,0
0.0,45.0,223.0,0
0.0,51.0,304.0,0
2.0,26.0,100.0,0
8.0,67.0,14.0,0
2.0,25.0,94.0,0
37.0,44.0,311.0,0
11.0,65.5,354.0,0
4.0,31.0,217.0,0
72.0,57.0,191.0,0
10.0,60.0,413.0,0
68.0,49.0,163.0,0
46.0,31.5,145.0,1
3.0,47.0,401.0,0
3.0,38.0,262.0,0
11.0,36.0,202.0,0
16.0,59.0,258.0,0
11.0,47.0,267.0,0
123.0,36.5,213.0,0
50.0,31.5,133.0,0
42.0,44.0,374.0,0
13.0,46.0,257.0,0
7.0,26.0,37.0,0
21.0,60.0,274.0,0
19.0,48.0,300.0,0
96.0,46.5,157.0,0
23.0,51.5,239.0,0
45.0,41.0,245.0,0
2.0,53.0,320.0,0
3.0,26.0,19.0,0
22.0,36.0,243.0,0
12.0,56.0,251.0,0
10.0,56.0,381.0,0
67.0,51.0,240.0,0
34.0,58.0,277.0,0
18.0,58.0,339.0,0
18.0,44.0,260.0,0
48.0,41.5,319.0,0
24.0,54.5,425.0,0
12.0,38.0,59.0,0
91.0,36.5,271.0,0
40.0,37.5,258.0,0
16.0,55.0,329.0,0
17.0,46.0,99.0,0
126.0,62.0,252.0,1
49.0,68.0,321.0,0
19.0,32.5,75.0,0
16.0,43.0,179.0,0
19.0,26.5,76.0,0
66.0,34.0,223.0,0
128.0,58.5,289.0,0
9.0,37.0,326.0,0
48.0,24.5,75.0,0
102.0,62.0,421.0,0
5.0,62.0,375.0,0
7.0,49.0,395.0,0
14.0,43.0,333.0,0
62.0,39.0,270.0,0
47.0,47.5,275.0,0
19.0,36.0,252.0,0
19.0,34.0,157.0,0
2.0,39.5,272.0,0
13.0,47.0,273.0,0
0.0,40.0,289.0,0
26.0,40.0,281.0,0
1.0,61.0,334.0,0
1.0,34.5,265.0,0
56.0,65.0,360.0,0
19.0,54.0,398.0,0
100.0,72.5,398.0,0
3.0,34.5,263.0,0
7.0,33.5,208.0,0
8.0,48.0,19.0,0
37.0,34.5,259.0,0
117.0,56.0,364.0,0
43.0,50.0,395.0,1
80.0,37.0,279.0,0
42.0,41.0,286.0,0
19.0,42.5,325.0,0
51.0,50.0,102.0,0
11.0,54.5,272.0,0
4.0,57.5,413.0,0
19.0,30.5,136.0,0
105.0,66.0,348.0,0
87.0,56.5,410.0,0
54.0,26.0,57.0,0
19.0,56.5,373.0,0
8.0,26.5,143.0,0
19.0,40.5,177.0,0
9.0,63.0,398.0,0
3.0,43.5,258.0,0
7.0,35.0,37.0,0
185.0,56.0,423.0,0
16.0,63.5,367.0,0
22.0,46.0,320.0,0
156.0,59.0,242.0,0
40.0,55.0,218.0,0
54.0,30.5,141.0,0
14.0,35.5,261.0,0
19.0,58.5,375.0,0
11.0,60.5,227.0,0
2.0,29.0,161.0,0
6.0,34.0,177.0,0
62.0,40.5,245.0,0
19.0,45.0,283.0,0
19.0,57.0,369.0,0
82.0,43.0,320.0,0
182.0,42.0,187.0,0
65.0,72.5,222.0,0
4.0,33.0,181.0,0
1.0,36.0,208.0,0
4.0,45.5,87.0,0
33.0,61.0,405.0,0
64.0,56.5,151.0,0
3.0,53.0,49.0,0
2.0,51.0,80.0,0
24.0,50.0,370.0,0
4.0,41.0,300.0,0
7.0,53.5,257.0,1
45.0,33.0,158.0,0
19.0,55.0,396.0,0
20.0,42.5,267.0,0
13.0,39.5,285.0,0
16.0,52.0,395.0,1
91.0,41.0,231.0,0
22.0,45.5,267.0,0
5.0,50.0,353.0,0
44.0,67.0,423.0,0
8.0,32.0,39.0,0
18.0,61.0,214.0,0
67.0,73.0,307.0,0
2.0,28.0,149.0,1
1.0,48.5,283.0,0
19.0,67.0,342.0,0
72.0,52.5,369.0,0
19.0,30.0,165.0,0
19.0,55.0,264.0,0
8.0,49.0,371.0,0
123.0,52.0,256.0,0
11.0,50.0,180.0,0
0.0,57.0,238.0,0
7.0,26.0,116.0,0
25.0,50.0,232.0,0
9.0,46.0,333.0,0
11.0,31.0,236.0,1
10.0,49.0,290.0,0
19.0,36.0,130.0,0
74.0,49.0,395.0,1
52.0,40.0,247.0,0
19.0,51.0,318.0,0
19.0,73.0,364.0,0
0.0,36.5,257.0,0
52.0,37.0,85.0,0
26.0,35.5,229.0,0
66.0,56.0,333.0,0
54.0,57.0,388.0,0
3.0,36.0,11.0,1
47.0,66.0,237.0,0
19.0,54.0,94.0,0
3.0,46.5,246.0,0
7.0,27.0,62.0,0
21.0,33.0,105.0,0
150.0,48.5,323.0,0
25.0,54.0,328.0,0
12.0,49.0,293.0,0
23.0,33.0,41.0,0
37.0,62.5,316.0,0
51.0,34.0,57.0,0
9.0,45.0,201.0,0
8.0,40.0,264.0,0
6.0,70.0,304.0,0
2.0,45.0,276.0,0
2.0,52.0,230.0,0
9.0,41.5,273.0,0
19.0,38.0,261.0,0
19.0,54.0,46.0,0
138.0,51.5,297.0,0
13.0,33.0,186.0,0
22.0,37.0,242.0,0
54.0,45.5,304.0,0
5.0,50.0,354.0,0
57.0,47.5,173.0,0
5.0,54.5,278.0,0
19.0,28.0,65.0,0
137.0,55.0,380.0,0
52.0,62.0,325.0,0
91.0,58.5,205.0,0
5.0,32.0,31.0,1
66.0,65.5,389.0,0
1.0,48.0,270.0,0
19.0,37.0,213.0,1
122.0,44.0,316.0,0
2.0,45.0,321.0,0
75.0,40.5,283.0,0
30.0,36.0,102.0,0
27.0,47.0,370.0,0
19.0,56.0,270.0,0
5.0,25.5,75.0,0
108.0,45.0,360.0,0
88.0,34.0,198.0,0
33.0,32.5,111.0,0
22.0,48.0,119.0,0
19.0,46.5,204.0,0
21.0,40.0,24.0,0
11.0,48.0,346.0,0
9.0,33.5,89.0,0
21.0,39.0,208.0,0
19.0,53.0,360.0,0
24.0,37.5,219.0,1
47.0,53.5,255.0,0
59.0,41.0,249.0,0
181.0,51.5,413.0,0
2.0,40.0,223.0,0
7.0,43.0,269.0,0
38.0,58.5,372.0,0
134.0,49.0,313.0,0
8.0,64.0,444.0,0
38.0,57.0,328.0,0
46.0,41.0,56.0,0
17.0,77.0,364.0,1
9.0,54.5,420.0,1
24.0,35.0,242.0,0
11.0,53.0,23.0,0
13.0,49.5,247.0,0
44.0,44.0,248.0,0
12.0,52.0,258.0,0
2.0,36.0,245.0,0
19.0,47.0,347.0,0
7.0,36.0,139.0,0
56.0,63.0,272.0,0
9.0,36.5,97.0,0
78.0,49.5,218.0,0
14.0,65.5,307.0,0
133.0,47.5,265.0,0
37.0,29.0,82.0,0
7.0,36.0,245.0,0
3.0,57.0,320.0,0
0.0,43.0,307.0,0
31.0,38.5,277.0,0
51.0,72.0,272.0,0
17.0,48.0,159.0,0
78.0,45.0,332.0,0
33.0,55.0,169.0,0
4.0,41.0,153.0,0
16.0,43.5,308.0,0
33.0,55.0,290.0,0
56.0,53.0,392.0,0
96.0,38.5,248.0,0
11.0,45.5,255.0,0
7.0,57.0,302.0,0
50.0,68.5,231.0,0
21.0,25.0,106.0,0
19.0,58.0,387.0,0
66.0,37.0,302.0,0
60.0,38.0,233.0,0
98.0,47.0,379.0,0
66.0,47.0,318.0,0
19.0,52.5,269.0,0
12.0,43.0,15.0,0
171.0,65.5,411.0,0
25.0,46.0,100.0,0
2.0,49.0,186.0,0
12.0,43.0,243.0,0
2.0,46.0,21.0,0
19.0,61.0,379.0,0
32.0,54.0,79.0,0
100.0,59.0,240.0,0
5.0,35.5,235.0,0
16.0,38.5,186.0,0
0.0,43.0,105.0,0
21.0,61.5,324.0,0
2.0,55.0,333.0,0
1.0,44.0,259.0,0
119.0,35.0,206.0,0
9.0,29.0,156.0,0
45.0,33.0,183.0,0
41.0,34.0,184.0,0
6.0,42.0,256.0,0
1.0,31.5,195.0,0
7.0,48.0,10.0,0
65.0,68.0,375.0,0
2.0,38.0,256.0,0
21.0,34.5,193.0,0
84.0,35.0,115.0,0
60.0,32.0,172.0,0
16.0,33.0,241.0,0
39.0,49.5,347.0,0
33.0,27.5,116.0,0
31.0,36.0,232.0,0
7.0,39.0,290.0,0
52.0,31.0,203.0,0
3.0,32.5,241.0,1
0.0,28.0,185.0,0
44.0,57.0,327.0,0
46.0,40.0,242.0,0
9.0,41.5,311.0,0
19.0,45.0,63.0,0
7.0,25.0,66.0,0
42.0,52.0,344.0,0
28.0,33.0,232.0,1
11.0,52.5,369.0,0
65.0,66.0,191.0,0
0.0,38.0,220.0,1
30.0,44.0,261.0,0
3.0,46.0,231.0,0
1.0,61.0,371.0,0
6.0,28.0,66.0,1
11.0,45.0,217.0,0
14.0,39.5,277.0,0
9.0,59.0,321.0,0
7.0,24.0,98.0,0
44.0,48.0,289.0,0
70.0,39.0,263.0,0
12.0,52.5,249.0,0
8.0,57.0,405.0,0
8.0,43.0,29.0,0
130.0,46.0,359.0,0
24.0,38.0,49.0,0
48.0,65.0,438.0,0
3.0,27.5,140.0,0
137.0,71.0,422.0,0
0.0,50.0,307.0,0
43.0,28.5,159.0,0
21.0,38.5,296.0,0
125.0,43.5,296.0,0
2.0,35.5,188.0,0
158.0,68.5,481.0,0
5.0,38.5,286.0,0
19.0,54.0,375.0,0
135.0,60.0,323.0,0
2.0,24.0,58.0,0
46.0,32.0,51.0,0
19.0,40.5,75.0,0
4.0,29.0,147.0,0
48.0,30.0,147.0,0
8.0,54.5,222.0,0
30.0,68.0,319.0,0
65.0,43.0,258.0,0
42.0,43.0,285.0,0
1.0,53.5,72.0,0
99.0,41.5,296.0,0
19.0,57.5,357.0,0
22.0,45.5,131.0,0
0.0,46.0,328.0,0
56.0,30.0,60.0,0
12.0,36.5,36.0,0
15.0,29.5,114.0,0
23.0,29.0,201.0,0
2.0,42.0,112.0,1
5.0,64.0,359.0,0
9.0,48.0,239.0,0
6.0,59.0,280.0,0
94.0,54.5,126.0,0
6.0,55.0,375.0,0
22.0,35.5,223.0,0
6.0,41.0,270.0,0
22.0,33.0,63.0,0
25.0,29.0,39.0,0
9.0,38.5,205.0,0
0.0,52.0,335.0,0
0.0,56.0,48.0,0
42.0,32.0,205.0,1
40.0,38.5,295.0,0
0.0,65.0,289.0,0
21.0,44.0,387.0,0
6.0,43.0,282.0,0
2.0,37.0,268.0,0
10.0,29.0,122.0,0
22.0,40.5,297.0,0
77.0,43.0,346.0,0
14.0,25.0,62.0,0
60.0,60.0,334.0,0
56.0,37.5,207.0,0
12.0,43.5,123.0,0
37.0,54.0,85.0,0
110.0,48.5,308.0,0
49.0,61.5,224.0,0
106.0,70.0,292.0,0
17.0,31.0,164.0,0
86.0,70.0,341.0,0
66.0,41.0,293.0,0
2.0,62.0,479.0,0
24.0,49.5,256.0,0
1.0,60.5,376.0,0
6.0,22.5,49.0,1
46.0,45.0,298.0,0
51.0,48.0,425.0,1
2.0,50.0,268.0,0
52.0,35.0,259.0,0
2.0,45.0,341.0,0
3.0,51.0,366.0,0
10.0,48.0,107.0,0
31.0,59.0,298.0,0
82.0,62.0,407.0,0
43.0,51.0,249.0,0
56.0,65.0,312.0,0
10.0,30.5,186.0,0
58.0,46.0,412.0,0
11.0,38.0,258.0,0
47.0,61.5,276.0,0
2.0,61.0,370.0,0
81.0,63.0,391.0,0
31.0,48.0,273.0,0
68.0,35.0,72.0,0
0.0,34.0,265.0,0
38.0,36.5,258.0,1
77.0,54.0,237.0,0
19.0,50.0,67.0,0
65.0,36.0,223.0,0
19.0,25.0,78.0,0
27.0,61.5,44.0,0
4.0,48.0,381.0,0
36.0,59.0,372.0,0
2.0,59.0,209.0,0
42.0,61.5,332.0,0
11.0,45.5,358.0,0
12.0,42.0,272.0,0
4.0,33.5,229.0,0
11.0,42.0,207.0,1
187.0,55.5,343.0,1
44.0,35.0,131.0,0
56.0,36.0,240.0,0
4.0,35.5,287.0,1
12.0,66.0,488.0,0
74.0,46.5,321.0,0
10.0,39.0,277.0,0
14.0,40.0,312.0,0
0.0,33.0,196.0,0
14.0,28.5,86.0,0
19.0,47.0,324.0,0
46.0,51.5,388.0,0
3.0,28.0,112.0,0
12.0,53.0,268.0,0
1.0,32.0,199.0,1
15.0,44.0,256.0,0
28.0,50.5,367.0,0
30.0,55.0,371.0,0
19.0,38.0,54.0,0
18.0,34.0,222.0,0
43.0,59.0,329.0,0
7.0,34.0,233.0,0
67.0,52.0,380.0,0
39.0,62.0,323.0,0
56.0,58.5,396.0,0
2.0,37.0,276.0,0
98.0,30.0,173.0,0
4.0,38.0,247.0,0
31.0,32.0,227.0,0
19.0,37.0,67.0,0
0.0,32.0,154.0,0
10.0,62.0,126.0,0
1.0,50.0,46.0,0
3.0,27.0,12.0,0
10.0,48.0,84.0,0
46.0,52.0,245.0,0
148.0,48.5,297.0,0
171.0,67.5,193.0,0
38.0,61.5,258.0,0
13.0,46.0,322.0,0
1.0,55.5,377.0,0
18.0,35.0,170.0,0
71.0,39.5,331.0,0
8.0,63.0,287.0,0
7.0,45.0,7.0,0
48.0,54.0,288.0,0
56.0,56.0,357.0,0
19.0,41.0,44.0,0
75.0,40.0,222.0,1
19.0,31.0,137.0,0
16.0,36.0,259.0,0
57.0,41.0,238.0,0
1.0,55.0,284.0,0
33.0,51.0,303.0,0
14.0,25.0,57.0,0
23.0,49.5,237.0,0
22.0,29.0,120.0,1
2.0,45.0,281.0,1
23.0,59.0,289.0,0
4.0,27.0,121.0,0
23.0,37.0,245.0,0
19.0,66.5,301.0,0
39.0,52.0,410.0,0
56.0,36.0,290.0,0
19.0,47.5,370.0,0
10.0,36.0,58.0,0
34.0,44.5,178.0,0
3.0,28.5,121.0,0
57.0,54.0,282.0,0
19.0,27.5,118.0,1
0.0,36.5,142.0,0
4.0,37.0,257.0,0
10.0,51.0,114.0,0
34.0,57.5,426.0,0
38.0,34.0,60.0,0
33.0,70.0,407.0,0
2.0,35.5,141.0,0
53.0,37.5,60.0,0
19.0,23.5,86.0,1
19.0,35.0,76.0,0
62.0,39.5,245.0,0
181.0,53.0,379.0,0
