var_name,split_list,sub_total_sample_num,positive_sample_num,negative_sample_num,sub_total_num_percentage,positive_rate_in_sub_total,woe_list,iv_list,iv
consume_amt_session12,"(-INF,+INF)",7500,1490.0,6010.0,1.0,0.19866666666666666,5.04751565573161e-08,2.54774153861534e-15,2.54774153861534e-15
consume_amt_session6,"(-INF,100.0]",376,2.0,374.0,0.050133333333333335,0.005319148936170213,-3.83641025689444,0.2335886044971678,0.2890598287125669
consume_amt_session6,"(100.0,1999.4146]",428,61.0,367.0,0.05706666666666667,0.1425233644859813,-0.3998379884281189,0.008046837100106624,0.2890598287125669
consume_amt_session6,"(1999.4146,3518.4121]",377,85.0,292.0,0.05026666666666667,0.22546419098143236,0.16054691681598468,0.0013584420210559103,0.2890598287125669
consume_amt_session6,"(3518.4121,5400.5929]",459,87.0,372.0,0.0612,0.1895424836601307,-0.0583362264213558,0.0002046158532111405,0.2890598287125669
consume_amt_session6,"(5400.5929,7591.350399999999]",441,96.0,345.0,0.0588,0.21768707482993196,0.11545315483731865,0.0008110878017221527,0.2890598287125669
consume_amt_session6,"(7591.350399999999,10217.641599999999]",459,83.0,376.0,0.0612,0.18082788671023964,-0.11609896814240811,0.0007961658038494762,0.2890598287125669
consume_amt_session6,"(10217.641599999999,13746.377999999999]",478,96.0,382.0,0.06373333333333334,0.200836820083682,0.013576991337063317,1.1796349417909492e-05,0.2890598287125669
consume_amt_session6,"(13746.377999999999,16968.08]",418,111.0,307.0,0.055733333333333336,0.26555023923444976,0.3773316574825345,0.008835282637979992,0.2890598287125669
consume_amt_session6,"(16968.08,21129.120000000003]",417,82.0,335.0,0.0556,0.19664268585131894,-0.012761734967031353,9.020314468849705e-06,0.2890598287125669
consume_amt_session6,"(21129.120000000003,26213.4532]",401,112.0,289.0,0.05346666666666667,0.2793017456359102,0.44672135860845374,0.012097801046822433,0.2890598287125669
consume_amt_session6,"(26213.4532,33577.023]",434,103.0,331.0,0.057866666666666663,0.23732718894009217,0.22725991020087868,0.0031936135323853997,0.2890598287125669
consume_amt_session6,"(33577.023,41803.7355]",439,87.0,352.0,0.05853333333333333,0.19817767653758542,-0.003073563020006778,5.524402518984799e-07,0.2890598287125669
consume_amt_session6,"(41803.7355,51242.7748]",389,65.0,324.0,0.051866666666666665,0.16709511568123395,-0.2117063874885163,0.0021775988185552125,0.2890598287125669
